effort	意味: 努力；試み\nアクセント: ĔF-ərt\n類義語: attempt, endeavor, exertion
has gone	意味: 進んできた；至った\n基本形: go\nアクセント: həz GÔN\n類義語: has progressed, has moved, has advanced
the breeding process	意味: 繁殖過程\nアクセント: thə BRĒ-dĭng prŏ-sĕs\n類義語: reproduction process, propagation cycle, breeding cycle
trout	意味: マス\nアクセント: TROUT\n類義語: salmonid fish, freshwater fish, game fish
captivity	意味: 飼育下；監禁状態\nアクセント: kăp-TĬV-ə-tē\n類義語: confinement, enclosure, controlled keeping
squeezed	意味: 搾り出した；圧迫した\n基本形: squeeze\nアクセント: SKWĒZD\n類義語: pressed, compressed, extracted
fertilized	意味: 受精させた\n基本形: fertilize\nアクセント: FÛR-tə-līz\n類義語: inseminated, impregnated, pollinated
hatched	意味: ふ化した\n基本形: hatch\nアクセント: HĂCHT\n類義語: emerged, broke shell, was born
immature	意味: 未成熟の\nアクセント: ĭm-ə-TYŌŌR\n類義語: undeveloped, juvenile, not fully grown
tanks or ponds	意味: 水槽または池\nアクセント: tăngks ôr pŏndz\n類義語: basins or pools, reservoirs, fish ponds
carp and catfish	意味: コイとナマズ\nアクセント: kärp ănd KĂT-fĭsh\n類義語: freshwater species, pond fish, aquaculture fish
maturity	意味: 成熟\nアクセント: mə-CHUR-ə-tē\n類義語: adulthood, full development, ripeness
the rice paddies are idle	意味: 水田が休閑状態である\nアクセント: thə rīs PĂ-dēz är Ī-dəl\n類義語: rice fields lie fallow, paddies are unused, fields are resting
harvest	意味: 収穫\nアクセント: HÄR-vəst\n類義語: crop gathering, reaping, collection
mussels	意味: ムール貝；イガイ類\n基本形: mussel\nアクセント: MŬS-əlz\n類義語: shellfish, bivalves, mollusks
immature	意味: 未成熟の\nアクセント: ĭm-ə-TYŌŌR\n類義語: juvenile, undeveloped, young
spats	意味: 稚貝\n基本形: spat\nアクセント: SPĂTS\n類義語: juvenile shellfish, young oysters, larvae settlers
float after hatching	意味: ふ化後に漂う\nアクセント: flōt ĂF-tər HĂCH-ĭng\n類義語: drift after hatching, remain suspended, move with currents
the spat-covered ropes	意味: 稚貝が付着したロープ\nアクセント: thə spăt-KŬV-ərd rōps\n類義語: ropes with spat, seeded ropes, larva-covered lines
stakes	意味: 杭；支柱\n基本形: stake\nアクセント: STĀKS\n類義語: poles, posts, supports
oysters	意味: カキ\n基本形: oyster\nアクセント: OI-stərz\n類義語: shellfish, bivalves, edible mollusks
ponds, tanks, and underwater enclosures	意味: 池、水槽、水中囲い\nアクセント: pŏndz tăngks ănd ŭn-dər-wô-tər ĭn-KLŌ-zhərz\n類義語: aquatic facilities, containment systems, water enclosures
artificially bred	意味: 人工的に繁殖させた\n基本形: artificially breed\nアクセント: är-tə-FĬSH-ə-lē brĕd\n類義語: selectively raised, farm-bred, human-bred
recaptured	意味: 再捕獲した\n基本形: recapture\nアクセント: rē-KĂP-chərd\n類義語: caught again, retaken, resecured
enclosed	意味: 囲まれた；封入した\n基本形: enclose\nアクセント: ĭn-KLŌZD\n類義語: confined, surrounded, contained
the Caspian Sea	意味: カスピ海\nアクセント: thə KĂS-pē-ən sē\n類義語: inland sea, Eurasian basin, Caspian basin
sturgeon	意味: チョウザメ\nアクセント: STÛR-jən\n類義語: caviar fish, ancient fish, acipenser
