1	declared	意味: 宣言した；明言した\n基本形: declare\nアクセント: dĭ-KLĀR\n類義語: announced, proclaimed, stated	audio/001_declared.mp3
2	withdrawal	意味: 撤退；引き下がり\nアクセント: with-DRÔ-əl\n類義語: retreat, pullback, departure	audio/002_withdrawal.mp3
3	secession	意味: 分離独立；脱退\nアクセント: si-SESH-ən\n類義語: separation, withdrawal, breakaway	audio/003_secession.mp3
4	organized	意味: 組織した；整えた\n基本形: organize\nアクセント: ÔR-gə-nīz\n類義語: arranged, structured, established	audio/004_organized.mp3
5	independent	意味: 独立した；自立した\nアクセント: in-di-PEN-dənt\n類義語: autonomous, self-governing, separate	audio/005_independent.mp3
6	the Confederate States of America	意味: アメリカ連合国（南部連合）\nアクセント: kən-FED-ə-rət stāts əv ə-MER-i-kə\n類義語: Confederacy, Southern Confederacy, CSA	audio/006_the_confederate_states_of_america.mp3
7	the states	意味: 各州\n基本形: state\nアクセント: stāts\n類義語: provinces, regions, jurisdictions	audio/007_the_states.mp3
8	set up	意味: 設立する；整える\nアクセント: SET-ŭp\n類義語: establish, found, arrange	audio/008_set_up.mp3
9	admitted	意味: 認めた；加入を許可した\n基本形: admit\nアクセント: əd-MIT\n類義語: accepted, acknowledged, allowed	audio/009_admitted.mp3
10	confederation	意味: 連合；連邦\nアクセント: kən-fed-ə-RĀ-shən\n類義語: alliance, federation, union	audio/010_confederation.mp3
11	elected	意味: 選出した；選ばれた\n基本形: elect\nアクセント: i-LEKT\n類義語: chosen, selected, voted in	audio/011_elected.mp3
12	president	意味: 大統領；会長\nアクセント: PREZ-ə-dənt\n類義語: leader, head, chief executive	audio/012_president.mp3
13	vice-president	意味: 副大統領；副会長\nアクセント: VĪS PREZ-ə-dənt\n類義語: deputy leader, second-in-command, assistant executive	audio/013_vice_president.mp3
14	preamble	意味: 前文；序文\nアクセント: PRĒ-am-bəl\n類義語: introduction, preface, opening statement	audio/014_preamble.mp3
15	Confederate constitution	意味: 連合国憲法\nアクセント: kən-FED-ə-rət kän-stə-TŪ-shən\n類義語: charter, founding law, basic law	audio/015_confederate_constitution.mp3
16	sovereign	意味: 主権を有する；独立した\nアクセント: SÄV-rĭn\n類義語: autonomous, independent, self-ruling	audio/016_sovereign.mp3
17	character	意味: 性格；特質\nアクセント: KAR-ək-tər\n類義語: nature, quality, trait	audio/017_character.mp3
18	right	意味: 権利；正当性\nアクセント: RĪT\n類義語: entitlement, claim, privilege	audio/018_right.mp3
19	asserted	意味: 断言した；主張した\n基本形: assert\nアクセント: ə-SERT\n類義語: claimed, declared, maintained	audio/019_asserted.mp3
20	periods	意味: 時期；期間\n基本形: period\nアクセント: PĬR-ē-əd\n類義語: eras, phases, intervals	audio/020_periods.mp3
21	Never before	意味: かつて一度も〜ない\nアクセント: NEV-ər bi-FÔR\n類義語: not once, previously never, at no time	audio/021_never_before.mp3
22	charged	意味: 非難した；責任を負わせた\n基本形: charge\nアクセント: CHÄRJ\n類義語: accused, blamed, alleged	audio/022_charged.mp3
23	factor	意味: 要因；要素\nアクセント: FAK-tər\n類義語: element, cause, component	audio/023_factor.mp3
24	abolition	意味: 廃止；撤廃\nアクセント: ab-ə-LI-shən\n類義語: elimination, ending, repeal	audio/024_abolition.mp3
25	slavery	意味: 奴隷制度；隷属状態\nアクセント: SLĀ-və-rē\n類義語: servitude, bondage, enslavement	audio/025_slavery.mp3
26	constitution	意味: 憲法；構成\nアクセント: kän-stə-TŪ-shən\n類義語: charter, basic law, framework	audio/026_constitution.mp3
27	the Confederate States	意味: 連合国（南部連合）\nアクセント: kən-FED-ə-rət stāts\n類義語: Confederacy, Southern states, CSA	audio/027_the_confederate_states.mp3
28	prevailing	意味: 支配的な；一般的な\n基本形: prevail\nアクセント: pri-VĀL\n類義語: dominant, widespread, common	audio/028_prevailing.mp3
29	belief	意味: 信念；考え\nアクセント: bi-LĒF\n類義語: conviction, view, faith	audio/029_belief.mp3
30	practicable	意味: 実行可能な；実用的な\nアクセント: PRAK-ti-kə-bəl\n類義語: feasible, workable, possible	audio/030_practicable.mp3
31	section	意味: 節；部門\nアクセント: SEK-shən\n類義語: part, division, segment	audio/031_section.mp3
32	forbade	意味: 禁止した\n基本形: forbid\nアクセント: fər-BID\n類義語: banned, prohibited, barred	audio/032_forbade.mp3
33	legislation	意味: 法律；立法\nアクセント: lej-ə-SLĀ-shən\n類義語: lawmaking, statute, legal measure	audio/033_legislation.mp3
34	impairing	意味: 損なうこと；弱めること\n基本形: impair\nアクセント: im-PĀR\n類義語: weakening, damaging, undermining	audio/034_impairing.mp3
35	institution	意味: 制度；機関\nアクセント: in-stə-TŪ-shən\n類義語: establishment, organization, system	audio/035_institution.mp3
36	prohibit	意味: 禁止する\nアクセント: prō-HIB-ət\n類義語: ban, forbid, bar	audio/036_prohibit.mp3
37	foreign	意味: 外国の；対外の\nアクセント: FÔR-ən\n類義語: overseas, external, international	audio/037_foreign.mp3
38	slave	意味: 奴隷\nアクセント: SLĀV\n類義語: bondman, serf, captive	audio/038_slave.mp3
39	trade	意味: 貿易；取引\nアクセント: TRĀD\n類義語: commerce, exchange, business	audio/039_trade.mp3
40	largely	意味: 主として；大部分は\nアクセント: LÄRJ-lē\n類義語: mainly, mostly, chiefly	audio/040_largely.mp3
41	Union	意味: 合衆国（北部）；連合\nアクセント: YŪN-yən\n類義語: federation, alliance, unity	audio/041_union.mp3
42	the lower South	意味: 南部下位州（深南部）\nアクセント: thə LŌ-ər south\n類義語: Deep South, southern states, lower southern region	audio/042_the_lower_south.mp3
43	withdrawing	意味: 脱退すること；引き下がること\n基本形: withdraw\nアクセント: with-DRÔ\n類義語: leaving, retreating, pulling out	audio/043_withdrawing.mp3
44	modifications	意味: 修正；変更点\n基本形: modification\nアクセント: mäd-ə-fə-KĀ-shən\n類義語: changes, adjustments, revisions	audio/044_modifications.mp3
45	term	意味: 用語；期間\nアクセント: TERM\n類義語: word, period, expression	audio/045_term.mp3
46	in addition	意味: その上；加えて\nアクセント: in ə-DI-shən\n類義語: moreover, furthermore, additionally	audio/046_in_addition.mp3
47	veto separate appropriation bills	意味: 個別の歳出法案に拒否権を行使する\nアクセント: VĒ-tō SEP-rət ə-prō-prē-Ā-shən bilz\n類義語: reject spending bills, block appropriations, deny budget bills	audio/047_veto_separate_appropriation_bills.mp3
48	Congress	意味: 議会\nアクセント: KÄNG-grəs\n類義語: legislature, parliament, assembly	audio/048_congress.mp3
49	prohibited	意味: 禁止された\n基本形: prohibit\nアクセント: prō-HIB-ət\n類義語: banned, forbidden, barred	audio/049_prohibited.mp3
50	from adopting	意味: 採用することから\n基本形: adopt\nアクセント: ə-DÄP-tĭng\n類義語: from accepting, from enacting, from implementing	audio/050_from_adopting.mp3
51	protective tariff	意味: 保護関税\nアクセント: prə-TEK-tĭv TAR-əf\n類義語: import duty, customs barrier, trade protection tax	audio/051_protective_tariff.mp3
