1	certain	意味: ある；特定の\nアクセント: SÛR-tən\n類義語: specific, particular, definite	audio/001_certain.mp3
2	the ratites	意味: 走鳥類\n基本形: ratite\nアクセント: thə RĂT-īts\n類義語: flightless birds, running birds, paleognaths	audio/002_the_ratites.mp3
3	the ostrich, rhea, emu, cassowary, and kiwi	意味: ダチョウ、レア、エミュー、ヒクイドリ、キーウィ\nアクセント: thē ŎS-trĭch RĒ-ə Ē-myōō KĂS-ə-wĕr-ē ănd KĒ-wē\n類義語: ratite species, large flightless birds, paleognath birds	audio/003_the_ostrich_rhea_emu_cassowary_and_kiwi.mp3
4	two extinct ratites	意味: 2種の絶滅した走鳥類\nアクセント: tōō ĭk-STĬNGKT RĂT-īts\n類義語: two vanished ratites, two lost flightless birds, two extinct paleognaths	audio/004_two_extinct_ratites.mp3
5	according to theory	意味: 理論によれば\nアクセント: ə-KÔR-dĭng tə THĒ-ə-rē\n類義語: theoretically, as theory suggests, by hypothesis	audio/005_according_to_theory.mp3
6	be descended from pseudosuchians, reptiles	意味: 偽鰐類の爬虫類に由来する\nアクセント: bē dĭ-SĔN-dĭd frəm sōō-də-SŪ-kē-ənz RĔP-tīlz\n類義語: originate from reptiles, derive from ancient reptiles, evolve from pseudosuchians	audio/006_be_descended_from_pseudosuchians_reptiles.mp3
7	with the passage of time	意味: 時の経過とともに\nアクセント: wĭth thə PĂS-ĭj əv tīm\n類義語: over time, as time passed, gradually	audio/007_with_the_passage_of_time.mp3
8	scales	意味: うろこ\n基本形: scale\nアクセント: SKĀLZ\n類義語: plates, skin coverings, keratin layers	audio/008_scales.mp3
9	accompanied	意味: 伴った；付随した\n基本形: accompany\nアクセント: ə-KŬM-pə-nēd\n類義語: joined by, associated with, coupled with	audio/009_accompanied.mp3
10	by the gradual modification of the forelimbs into membranous wings	意味: 前肢が膜状の翼へ徐々に変化することによって\nアクセント: bī thə GRĂJ-ōō-əl mŏd-ə-fĭ-KĀ-shən əv thə FÔR-lĭmz ĭn-tōō MĔM-brə-nəs wingz\n類義語: through slow limb transformation, by gradual wing evolution, via forelimb adaptation	audio/010_by_the_gradual_modification_of_the_forelimbs_into_membranous_wings.mp3
11	leap	意味: 跳躍する\nアクセント: LĒP\n類義語: jump, spring, bound	audio/011_leap.mp3
12	glide	意味: 滑空する\nアクセント: GLĪD\n類義語: soar, drift, coast	audio/012_glide.mp3
13	Archaeopteryx	意味: 始祖鳥\nアクセント: är-kē-ŎP-tə-rĭks\n類義語: primitive bird, ancient avian, fossil bird	audio/013_archaeopteryx.mp3
14	appeared	意味: 現れた；出現した\n基本形: appear\nアクセント: ə-PĬRD\n類義語: emerged, showed up, arose	audio/014_appeared.mp3
15	descended	意味: 由来した；下降した\n基本形: descend\nアクセント: dĭ-SĔND-ĭd\n類義語: derived, originated, came from	audio/015_descended.mp3
16	puzzled	意味: 当惑した\n基本形: puzzle\nアクセント: PŬZ-əld\n類義語: confused, perplexed, baffled	audio/016_puzzled.mp3
17	two common ancestors instead of one	意味: 1つではなく2つの共通祖先\nアクセント: tōō KŎM-ən ĂN-sĕs-tərz ĭn-STĔD əv wŭn\n類義語: two shared origins, dual common ancestry, two ancestral lines	audio/017_two_common_ancestors_instead_of_one.mp3
18	descent representing the majority	意味: 大多数を代表する系統\nアクセント: dĭ-SĔNT rĕp-rĭ-ZĔN-tĭng thə mə-JÔR-ə-tē\n類義語: dominant lineage, major descent line, primary ancestry	audio/018_descent_representing_the_majority.mp3
19	attained flight	意味: 飛行能力を獲得した\nアクセント: ə-TĀND flīt\n類義語: achieved flight, acquired flying ability, became capable of flight	audio/019_attained_flight.mp3
20	reject	意味: 拒絶する；退ける\nアクセント: rĭ-JĔKT\n類義語: refuse, dismiss, repudiate	audio/020_reject.mp3
21	survive	意味: 生き残る；存続する\nアクセント: sər-VĪV\n類義語: endure, persist, remain alive	audio/021_survive.mp3
