primarily mixtures	意味: 主に混合物である\nアクセント: prī-MER-ə-lē MĬKS-chərz\n類義語: mostly mixtures, chiefly combinations, mainly blends
compounds	意味: 化合物\n基本形: compound\nアクセント: KŎM-poundz\n類義語: chemicals, molecular substances, combinations
hydrogen	意味: 水素\nアクセント: HĪ-drə-jən\n類義語: H, hydrogen gas, elemental hydrogen
formed	意味: 形成された\n基本形: form\nアクセント: fôrmd\n類義語: created, generated, produced
begins with deposits	意味: 堆積物から始まる\nアクセント: bĭ-GĬNZ wĭth dĭ-PŎZ-ĭts\n類義語: starts with sediment, originates from deposits, commences with accumulation
fine sediment	意味: 細粒堆積物\nアクセント: fīn SĔD-ə-mənt\n類義語: fine particles, silt-like deposits, small-grain sediment
Trapped over	意味: 上部で閉じ込められた\nアクセント: trăpt ō-vər\n類義語: confined above, sealed over, captured overhead
beneath	意味: 〜の下に\nアクセント: bĭ-NĒTH\n類義語: below, under, underneath
organic matter	意味: 有機物\nアクセント: ôr-GĂN-ĭk MĂT-ər\n類義語: biological material, organic material, biomass
combined effect	意味: 複合的な効果\nアクセント: kəm-BĪND ĭ-FĔKT\n類義語: joint effect, cumulative impact, combined influence
formation of	意味: 〜の形成\nアクセント: fôr-MĀ-shən əv\n類義語: creation of, development of, generation of
deposits	意味: 堆積物；鉱床\n基本形: deposit\nアクセント: dĭ-PŎZ-ĭts\n類義語: accumulations, sediments, layers
reservoirs	意味: 貯留層；貯留域\n基本形: reservoir\nアクセント: RĔZ-ər-vwärz\n類義語: storage zones, reservoirs, trapped pools
migrate	意味: 移動する\nアクセント: MĪ-grāt\n類義語: move, shift, travel
upward	意味: 上方へ\nアクセント: ŬP-wərd\n類義語: upwardly, higher, toward the surface
towards	意味: 〜に向かって\nアクセント: tə-WÔRDZ\n類義語: toward, in the direction of, to
escape	意味: 逃れる；漏れ出る\nアクセント: ĭ-SKĀP\n類義語: leak out, get away, dissipate out
seeps	意味: にじみ出る\n基本形: seep\nアクセント: sēps\n類義語: oozes, leaks, percolates
dissipate	意味: 散逸する；拡散する\nアクセント: DĬS-ə-pāt\n類義語: disperse, fade, scatter
soon be	意味: まもなく〜になる\nアクセント: sōōn bē\n類義語: quickly become, shortly turn, promptly be
oxidized	意味: 酸化した\n基本形: oxidize\nアクセント: ŎK-sĭ-dīzd\n類義語: reacted with oxygen, weathered, rusted
trapped	意味: 閉じ込められた\n基本形: trap\nアクセント: trăpt\n類義語: confined, enclosed, sealed
prevent	意味: 防ぐ；妨げる\nアクセント: prĭ-VĔNT\n類義語: stop, hinder, block
reaching	意味: 到達すること\n基本形: reach\nアクセント: RĒ-chĭng\n類義語: arriving at, attaining, getting to
underneath	意味: 〜の下に\nアクセント: ŭn-dər-NĒTH\n類義語: below, beneath, under
faults	意味: 断層\n基本形: fault\nアクセント: fôlts\n類義語: fractures, breaks, fault lines
normal seismic events	意味: 通常の地震活動\nアクセント: NÔR-məl SĪZ-mĭk ĭ-VĔNTS\n類義語: regular seismic activity, ordinary earthquakes, typical tremors
reservoir	意味: 貯留層；貯留域\nアクセント: RĔZ-ər-vwär\n類義語: storage layer, accumulation zone, holding formation
impression	意味: 印象\nアクセント: ĭm-PRĔSH-ən\n類義語: perception, notion, idea
subterranean lakes	意味: 地下の湖\nアクセント: sŭb-tə-RĀ-nē-ən lāks\n類義語: underground lakes, subsurface pools, hidden lakes
within	意味: 〜の内部に\nアクセント: wĭth-ĬN\n類義語: inside, in, internally
porous sedimentary rocks	意味: 多孔質の堆積岩\nアクセント: PÔR-əs sĕd-ə-MĔN-tə-rē rôks\n類義語: permeable sedimentary rocks, porous strata, permeable rock layers
sandstone	意味: 砂岩\nアクセント: SĂND-stōn\n類義語: arenite, clastic rock, sedimentary sandstone
shale	意味: 頁岩\nアクセント: shāl\n類義語: mudstone, fine-grained sedimentary rock, shale rock
as little as	意味: わずか〜ほど\nアクセント: ăz LĬT-əl ăz\n類義語: as low as, no more than, merely
