the chief source	意味: 主な供給源\nアクセント: thə chēf sôrs\n類義語: main source, primary origin, principal supply
evaporated	意味: 蒸発した\n基本形: evaporate\nアクセント: ĭ-VĂP-ə-rā-tĭd\n類義語: vaporized, turned to vapor, dried up
invisible vapor	意味: 目に見えない水蒸気\nアクセント: ĭn-VĬZ-ə-bəl VĀ-pər\n類義語: unseen moisture, water vapor, gaseous water
condenses	意味: 凝結する\n基本形: condense\nアクセント: kən-DĔNS-ĭz\n類義語: liquefies, forms droplets, turns into liquid
raindrops	意味: 雨粒\n基本形: raindrop\nアクセント: RĀN-drŏps\n類義語: droplets, rain beads, precipitation drops
Condensation	意味: 凝結\nアクセント: kŏn-dĕn-SĀ-shən\n類義語: liquefaction, moisture formation, vapor-to-liquid change
the air is cooled	意味: 空気が冷やされる\nアクセント: thē âr ĭz kōōld\n類義語: air temperature drops, air becomes cooler, air chills
Air cools	意味: 空気が冷える\nアクセント: âr kōōlz\n類義語: air chills, air loses heat, temperature decreases
either	意味: どちらか\nアクセント: Ē-thər\n類義語: one or the other, any one, whichever
expansion	意味: 膨張；拡大\nアクセント: ĭk-SPĂN-shən\n類義語: enlargement, spreading, increase in volume
landmass	意味: 陸塊\nアクセント: LĂND-măs\n類義語: large land area, continent, terrestrial mass
ice-covered expanse	意味: 氷に覆われた広大な地域\nアクセント: īs-KŬV-ərd ĭk-SPĂNS\n類義語: frozen stretch, icy area, glaciated region
passes	意味: 通過する\n基本形: pass\nアクセント: PĂS-ĭz\n類義語: moves through, goes by, travels across
moisture	意味: 湿気；水分\nアクセント: MOIS-chər\n類義語: humidity, dampness, water content
condenses	意味: 凝結する\n基本形: condense\nアクセント: kən-DĔNS-ĭz\n類義語: liquefies, forms droplets, turns into liquid
fog	意味: 霧\nアクセント: fôg\n類義語: mist, haze, low cloud
dew	意味: 露\nアクセント: dū\n類義語: moisture droplets, condensation drops, morning moisture
frost	意味: 霜\nアクセント: frôst\n類義語: hoarfrost, ice crystals, frozen dew
rises and expands	意味: 上昇して膨張する\nアクセント: RĪ-zĭz ănd ĭk-SPĂNDZ\n類義語: ascends and spreads, moves upward and enlarges, rises and dilates
vapor	意味: 蒸気；水蒸気\nアクセント: VĀ-pər\n類義語: gas, steam, moisture in air
condenses to form clouds	意味: 凝結して雲を形成する\nアクセント: kən-DĔNS-ĭz tə fôrm kloudz\n類義語: forms clouds by condensation, turns into clouds, cloud formation occurs
Air rises for several reasons	意味: 空気は複数の理由で上昇する\nアクセント: âr RĪ-zĭz fôr SĔV-ər-əl rē-zənz\n類義語: air ascends for many causes, multiple uplift mechanisms, various reasons for rising air
Convergent	意味: 収束する；集中する\nアクセント: kən-VÛR-jənt\n類義語: meeting, coming together, converging
whirling toward	意味: 〜へ渦巻きながら向かう\nアクセント: HWÛR-lĭng tə-WÔRD\n類義語: spiraling toward, rotating toward, swirling to
collides	意味: 衝突する\n基本形: collide\nアクセント: kə-LĪDZ\n類義語: crashes, bumps into, impacts
upward	意味: 上向きに；上方へ\nアクセント: ŬP-wərd\n類義語: upwardly, above, higher
In convective lift	意味: 対流性上昇では\nアクセント: ĭn kən-VĔK-tĭv lĭft\n類義語: in convectional uplift, during convective rise, under convective motion
buoyant	意味: 浮力のある；浮きやすい\nアクセント: BOI-ənt\n類義語: floating, light, uplifted
the surrounding air	意味: 周囲の空気\nアクセント: thə sə-ROUND-ĭng âr\n類義語: nearby air, ambient air, surrounding atmosphere
In orographic lift	意味: 地形性上昇では\nアクセント: ĭn ôr-ə-GRĂF-ĭk lĭft\n類義語: in topographic uplift, during mountain lifting, in terrain-forced ascent
encounters	意味: 遭遇する；ぶつかる\n基本形: encounter\nアクセント: ĭn-KOUN-tərz\n類義語: meets, faces, runs into
denser body	意味: より密度の高い塊\nアクセント: dĕn-sər BŎD-ē\n類義語: heavier mass, compact body, more concentrated mass
dust	意味: ちり；ほこり\nアクセント: dŭst\n類義語: particles, fine dirt, powder
above	意味: 上に；上方で\nアクセント: ə-BŬV\n類義語: over, higher than, on top of
condensation nuclei	意味: 凝結核\n基本形: condensation nucleus\nアクセント: kŏn-dĕn-SĀ-shən NŪ-klē-ī\n類義語: cloud nuclei, particle seeds, droplet seeds
layers	意味: 層\n基本形: layer\nアクセント: LĀ-ərz\n類義語: strata, levels, sheets
resist	意味: 抵抗する；妨げる\nアクセント: rĭ-ZĬST\n類義語: oppose, hinder, counteract
updrafts	意味: 上昇気流\n基本形: updraft\nアクセント: ŬP-drăfts\n類義語: rising air currents, ascending currents, uplift flows
the precipitation falls	意味: 降水が降る\nアクセント: thə prĭ-sĭp-ĭ-TĀ-shən fôlz\n類義語: rain falls, precipitation occurs, moisture drops
