1	apes	意味: 類人猿（チンパンジー・ゴリラなど）\n基本形: ape\nアクセント: āps\n類義語: primates, chimpanzees, great apes	audio/001_apes.mp3
2	capable of	意味: 〜することができる；〜の能力がある\n類義語: able to, competent in, having the ability to	audio/002_capable_of.mp3
3	communicate with one another	意味: 互いにコミュニケーションをとる\n類義語: interact with each other, exchange information, converse	audio/003_communicate_with_one_another.mp3
4	abstract concepts	意味: 抽象的な概念\nアクセント: ĂB-străkt KŎN-sĕpts\n類義語: intangible ideas, theoretical notions, non-concrete ideas	audio/004_abstract_concepts.mp3
5	immediate	意味: 直接の；即座の；現在の\nアクセント: ĭ-MĒ-dē-ĭt\n類義語: direct, instant, present	audio/005_immediate.mp3
6	apparatus	意味: 器官；装置；機器\nアクセント: ăp-ə-RĀ-təs\n類義語: mechanism, equipment, system	audio/006_apparatus.mp3
7	a very limited range of vocal utterances	意味: 非常に限られた範囲の発声；わずかな音声表現\n類義語: restricted vocalizations, narrow range of sounds, limited vocal repertoire	audio/007_a_very_limited_range_of_vocal_utterances.mp3
8	primarily	意味: 主に；最初に；根本的に\nアクセント: prī-MĔR-ə-lē\n類義語: mainly, chiefly, predominantly	audio/008_primarily.mp3
9	pitch	意味: 音の高さ；ピッチ；音程\nアクセント: pĭch\n類義語: tone, frequency, sound level	audio/009_pitch.mp3
10	volume	意味: 音量；量；体積\nアクセント: VŎL-yəm\n類義語: loudness, intensity, level	audio/010_volume.mp3
11	variety of units	意味: さまざまな単位；多様な要素\n類義語: range of elements, diverse components, multiple units	audio/011_variety_of_units.mp3
12	loosely	意味: おおまかに；ゆるく；大まかに\nアクセント: LŪS-lē\n類義語: approximately, roughly, vaguely	audio/012_loosely.mp3
13	correspond	意味: 対応する；一致する；文通する\nアクセント: kôr-ĭ-SPŎND\n類義語: match, relate, agree	audio/013_correspond.mp3
14	vowel	意味: 母音\nアクセント: VOW-əl\n類義語: vowel sound, open sound, vocal sound	audio/014_vowel.mp3
15	consonant sounds	意味: 子音の音\nアクセント: KŎN-sə-nənt\n類義語: consonants, non-vowel sounds, fricatives and stops	audio/015_consonant_sounds.mp3
16	inherited	意味: 受け継がれた；遺伝的な；継承された\n基本形: inherit\nアクセント: ĭn-HĔR-ĭ-tĭd\n類義語: innate, inborn, genetically transmitted	audio/016_inherited.mp3
17	at birth	意味: 生まれたときに；誕生時に\n類義語: from birth, upon being born, innately	audio/017_at_birth.mp3
18	interaction	意味: 相互作用；交流；やり取り\nアクセント: ĭn-tər-ĂK-shən\n類義語: exchange, communication, engagement	audio/018_interaction.mp3
19	raised	意味: 育てられた；育った\n基本形: raise\nアクセント: rāzd\n類義語: brought up, nurtured, reared	audio/019_raised.mp3
20	fortunately	意味: 幸いにも；幸運にも\nアクセント: FÔR-chə-nĭt-lē\n類義語: luckily, thankfully, happily	audio/020_fortunately.mp3
21	brought up	意味: 育てられた；養育された\n類義語: raised, nurtured, reared	audio/021_brought_up.mp3
22	language-rich	意味: 言語が豊かな；言語刺激の多い\n類義語: linguistically stimulating, verbally enriched, communication-rich	audio/022_language_rich.mp3
23	acquire	意味: 習得する；身につける；取得する\nアクセント: ə-KWĪR\n類義語: learn, obtain, master	audio/023_acquire.mp3
24	precisely	意味: 正確に；まさに；厳密に\nアクセント: prĭ-SĪS-lē\n類義語: exactly, accurately, specifically	audio/024_precisely.mp3
25	conventional	意味: 慣習的な；従来の；一般的な\nアクセント: kən-VĔN-shən-əl\n類義語: traditional, customary, standard	audio/025_conventional.mp3
26	defined	意味: 定義された；明確な\n基本形: define\nアクセント: dĭ-FĪND\n類義語: specified, established, determined	audio/026_defined.mp3
27	within	意味: 〜の中で；〜の範囲内で\nアクセント: wĭth-ĬN\n類義語: inside, in, among	audio/027_within.mp3
28	accept	意味: 受け入れる；承認する；認める\nアクセント: ăk-SĔPT\n類義語: acknowledge, embrace, approve	audio/028_accept.mp3
