1	well be the one	意味: おそらく〜だろう；〜である可能性が高い\n類義語: likely be, probably be, might well be	audio/001_well_be_the_one.mp3
2	historians	意味: 歴史家；歴史学者\n基本形: historian\nアクセント: hĭ-STÔR-ē-ənz\n類義語: scholars, chroniclers, researchers	audio/002_historians.mp3
3	dramatic	意味: 劇的な；目覚ましい；印象的な\nアクセント: drə-MĂT-ĭk\n類義語: striking, significant, remarkable	audio/003_dramatic.mp3
4	far-reaching	意味: 広範囲にわたる；遠大な影響を持つ\nアクセント: fär-RĒ-chĭng\n類義語: wide-ranging, extensive, sweeping	audio/004_far_reaching.mp3
5	no sooner	意味: 〜するやいなや；〜した途端に\n類義語: as soon as, immediately when, the moment	audio/005_no_sooner.mp3
6	the public was seized	意味: 大衆は魅了された；人々は熱狂した\n類義語: the public was captivated, people were gripped, society was overcome	audio/006_the_public_was_seized.mp3
7	source of astonishment	意味: 驚きの源；驚嘆をもたらすもの\nアクセント: ə-STŎN-ĭsh-mənt\n類義語: cause of amazement, origin of wonder, occasion of surprise	audio/007_source_of_astonishment.mp3
8	pull	意味: 引っ張る；引力；牽引力\nアクセント: pul\n類義語: draw, attract, tug	audio/008_pull.mp3
9	mechanically	意味: 機械的に；自動的に\nアクセント: mĭ-KĂN-ĭk-ə-lē\n類義語: automatically, without thought, by machine	audio/009_mechanically.mp3
10	visually arresting	意味: 視覚的に目を引く；見た目に強烈な\nアクセント: ə-RĔST-ĭng\n類義語: visually striking, eye-catching, visually compelling	audio/010_visually_arresting.mp3
11	immediately	意味: 即座に；すぐに；直ちに\nアクセント: ĭ-MĒ-dē-ĭt-lē\n類義語: instantly, at once, right away	audio/011_immediately.mp3
12	evoked a widely shared sense	意味: 広く共有された感覚を呼び起こした\nアクセント: ĭ-VŌKT\n類義語: stirred a common feeling, aroused a shared emotion, inspired a collective sense	audio/012_evoked_a_widely_shared_sense.mp3
13	magical enhancement of human power	意味: 人間の力の魔法のような増大\n類義語: miraculous amplification of human capability, extraordinary boost to human ability	audio/013_magical_enhancement_of_human_power.mp3
14	at least understandable	意味: 少なくとも理解できる\n類義語: somewhat comprehensible, at minimum explainable, at least conceivable	audio/014_at_least_understandable.mp3
15	initial mania	意味: 最初の熱狂；初期の熱中\nアクセント: MĀ-nē-ə\n類義語: early craze, initial enthusiasm, first excitement	audio/015_initial_mania.mp3
16	come to seem	意味: 〜のように見えるようになる；〜に思えてくる\n類義語: begin to appear, gradually seem, start to look like	audio/016_come_to_seem.mp3
17	the steam-powered locomotive	意味: 蒸気機関車\nアクセント: LŌ-kə-mō-tĭv\n類義語: steam engine, railway engine, steam train	audio/017_the_steam_powered_locomotive.mp3
18	innovation in overland transportation	意味: 陸上輸送における革新\nアクセント: ĭn-ō-VĀ-shən\n類義語: advancement in land transport, breakthrough in overland travel	audio/018_innovation_in_overland_transportation.mp3
19	described	意味: 説明された；描写された\n基本形: describe\nアクセント: dĭ-SKRĪBD\n類義語: characterized, portrayed, depicted	audio/019_described.mp3
20	the chief pivots	意味: 主要な転換点；中心的な軸\nアクセント: PĬV-əts\n類義語: the main turning points, the central axes, the key factors	audio/020_the_chief_pivots.mp3
21	large-scale	意味: 大規模な；大掛かりな\n類義語: extensive, massive, widespread	audio/021_large_scale.mp3
22	profitable	意味: 利益になる；採算のとれる\nアクセント: PRŎF-ĭ-tə-bəl\n類義語: lucrative, rewarding, beneficial	audio/022_profitable.mp3
23	made it feasible to ship goods	意味: 物品を輸送することを実現可能にした\nアクセント: FĒ-zə-bəl\n類義語: made it possible to transport goods, enabled the shipment of products	audio/023_made_it_feasible_to_ship_goods.mp3
24	over land	意味: 陸路で；陸上を通じて\n類義語: by land, on land, through land routes	audio/024_over_land.mp3
