performed	意味: 実行した；行った\n基本形: perform\nアクセント: pər-FORM\n類義語: conducted, executed, carried out
long series of experiments	意味: 長い一連の実験\nアクセント: lông SIR-ēz əv ik-SPER-ə-mənts\n類義語: extended experiments, prolonged trials, lengthy test series
the conversion	意味: 変換；転換\nアクセント: thə kən-VUR-zhən\n類義語: transformation, changeover, conversion process
mechanical energy	意味: 力学的エネルギー\nアクセント: mə-KAN-i-kəl EN-ər-jē\n類義語: kinetic energy, motion energy, physical energy
paddle	意味: パドル；（パドルで）かく\nアクセント: PAD-əl\n類義語: oar, blade, row
wheel	意味: 車輪；回す\nアクセント: WĒL\n類義語: rim, disk, rotate
barrel	意味: 樽；円筒\nアクセント: BAR-əl\n類義語: cask, drum, container
measured	意味: 測定した\n基本形: measure\nアクセント: MEZH-ər\n類義語: gauged, quantified, assessed
amount of work	意味: 仕事量\nアクセント: ə-MOUNT əv WURK\n類義語: quantity of work, work output, workload
converted	意味: 変換した；転換した\n基本形: convert\nアクセント: kən-VURT\n類義語: transformed, changed, turned into
forth	意味: 前へ；先へ\nアクセント: FÔRTH\n類義語: onward, forward, ahead
precisely	意味: 正確に；厳密に\nアクセント: pri-SĪS-lē\n類義語: exactly, accurately, strictly
ratio	意味: 比率\nアクセント: RĀ-shē-ō\n類義語: proportion, rate, quotient
In everyday terms	意味: 日常的な言い方で\nアクセント: in EV-rē-dā tərmz\n類義語: simply speaking, in plain language, practically speaking
disappears	意味: 消える；見えなくなる\n基本形: disappear\nアクセント: dis-ə-PIR\n類義語: vanishes, fades, ceases to be visible
the law of conservation of energy	意味: エネルギー保存の法則\nアクセント: thə LÔ əv kän-sər-VĀ-shən əv EN-ər-jē\n類義語: energy conservation law, first law of thermodynamics, conservation principle
classical physics	意味: 古典物理学\nアクセント: KLAS-i-kəl FIZ-iks\n類義語: Newtonian physics, traditional physics, pre-quantum physics
cornerstone	意味: 礎石；基盤\nアクセント: KÔR-nər-stōn\n類義語: foundation, basis, keystone
instead of	意味: ～の代わりに\nアクセント: in-STED əv\n類義語: rather than, in place of, as a substitute for
Neglecting	意味: 無視して；考慮せずに\n基本形: neglect\nアクセント: ni-GLEKT\n類義語: ignoring, overlooking, disregarding
efficiency	意味: 効率\nアクセント: i-FISH-ən-sē\n類義語: effectiveness, productivity, performance
regardless	意味: ～に関係なく\nアクセント: ri-GÄRD-ləs\n類義語: irrespective, no matter, despite
the initial source	意味: 初期の供給源\nアクセント: thē i-NISH-əl sôrs\n類義語: original source, primary origin, starting source
autos	意味: 自動車（複数）\n基本形: auto\nアクセント: Ô-tō\n類義語: cars, automobiles, motor vehicles
supplied	意味: 供給した；与えた\n基本形: supply\nアクセント: sə-PLĪ\n類義語: provided, furnished, delivered
burning additional	意味: 追加で燃焼すること\nアクセント: BUR-ning ə-DISH-ə-nəl\n類義語: extra combustion, further burning, additional fuel burning
fossil	意味: 化石；化石由来の\nアクセント: FÄ-səl\n類義語: preserved remains, ancient remains, petrified remains
nuclear fuel	意味: 核燃料\nアクセント: NŪ-klē-ər FYŪ-əl\n類義語: atomic fuel, reactor fuel, fissile material
electricity generating plants	意味: 発電所（複数）\nアクセント: i-lek-TRIS-ə-tē JEN-ə-rā-ting plants\n類義語: power plants, generating stations, electric utilities
efficient	意味: 効率のよい\nアクセント: i-FISH-ənt\n類義語: effective, productive, economical
offset	意味: 相殺する；埋め合わせる\nアクセント: ÔF-set\n類義語: counterbalance, compensate, neutralize
carried about	意味: 運び回された；持ち運ばれた\n基本形: carry about\nアクセント: KAR-ē ə-BOUT\n類義語: transported around, moved about, borne around
