psycholinguistic	意味: 心理言語学の；言語と心理の関係に関する\nアクセント: sī-kō-lĭng-GWĬS-tĭk\n類義語: language-psychological, cognitive-linguistic, mental-language
acquisition	意味: 習得；取得；獲得\nアクセント: ăk-wĭ-ZĬSH-ən\n類義語: learning, attainment, mastery
preferred	意味: 好まれた；優先された\n基本形: prefer\nアクセント: prĭ-FÛRD\n類義語: favored, chosen, selected
no psychological theory	意味: 心理学的な理論がない；いかなる心理学理論も〜ではない\n類義語: no cognitive framework, without psychological explanation, lacking mental theory
accounting	意味: 説明すること；説明責任；会計\n基本形: account\nアクセント: ə-KOUNT-ĭng\n類義語: explaining, justifying, describing
whereby	意味: それによって；その方法で\nアクセント: wer-BĪ\n類義語: by which, through which, by means of which
relatively	意味: 比較的；相対的に\nアクセント: RĔL-ə-tĭv-lē\n類義語: comparatively, fairly, somewhat
achieve	意味: 達成する；成し遂げる；獲得する\nアクセント: ə-CHĒV\n類義語: accomplish, attain, reach
the grammatical rules	意味: 文法規則；文法のルール\n類義語: grammatical principles, syntax rules, linguistic rules
utterances	意味: 発話；発言；言葉\n基本形: utterance\nアクセント: ŬT-ər-ən-sĭz\n類義語: statements, expressions, vocalizations
heard before	意味: 以前に聞いたことがある；聞いたことのある\n類義語: previously encountered, already heard, familiar
conviction	意味: 確信；信念；有罪判決\nアクセント: kən-VĬK-shən\n類義語: belief, certainty, assurance
grammatical	意味: 文法的な；文法にかなった\nアクセント: grə-MĂT-ĭ-kəl\n類義語: syntactic, linguistic, well-formed
innate knowledge	意味: 生得的な知識；生まれつきの知識\nアクセント: ĭ-NĀT\n類義語: inborn knowledge, natural understanding, inherent understanding
grammatical competence	意味: 文法的能力；言語の文法規則を知る能力\n類義語: linguistic ability, syntactic knowledge, language proficiency
innate	意味: 生得の；生まれつきの；先天的な\nアクセント: ĭ-NĀT\n類義語: inborn, natural, inherent
cognitive principles	意味: 認知的原理；思考に関する原則\nアクセント: KŎG-nĭ-tĭv\n類義語: mental principles, intellectual rules, reasoning guidelines
ultimately	意味: 最終的に；結局；根本的に\nアクセント: ŬL-tĭ-mĭt-lē\n類義語: eventually, finally, in the end
competence	意味: 能力；力量；適性\nアクセント: KŎM-pĭ-təns\n類義語: ability, skill, proficiency
regardless	意味: 〜にかかわらず；それでも\nアクセント: rĭ-GÄRD-lĭs\n類義語: despite, irrespective, notwithstanding
asserted	意味: 主張した；断言した\n基本形: assert\nアクセント: ə-SÛRT-ĭd\n類義語: claimed, declared, maintained
semantic	意味: 意味論の；意味に関する\nアクセント: sĭ-MĂN-tĭk\n類義語: meaning-related, linguistic, conceptual
categories	意味: カテゴリ；分類；種類\n基本形: category\nアクセント: KĂT-ĭ-gôr-ēz\n類義語: classifications, groups, types
in quite	意味: 非常に；かなり（文脈による修飾語）\n類義語: rather, considerably, fairly
